BounceRates,PageValues,SpecialDay,Month,Weekend,Revenue,tot_pages,pct_admin,pct_info,pct_prod,tot_duration,pct_admin_dur,pct_info_dur,pct_prod_dur,avg_page_value,OperatingSystems_2,OperatingSystems_3,OperatingSystems_4,OperatingSystems_6,OperatingSystems_7,Browser_2,Browser_3,Browser_4,Browser_5,Browser_6,Browser_7,Browser_8,Browser_9,Browser_10,Browser_11,Browser_12,Browser_13,Region_2,Region_3,Region_4,Region_5,Region_6,Region_7,Region_8,Region_9,TrafficType_2,TrafficType_3,TrafficType_4,TrafficType_5,TrafficType_6,TrafficType_7,TrafficType_8,TrafficType_9,TrafficType_10,TrafficType_11,TrafficType_12,TrafficType_13,TrafficType_14,TrafficType_15,TrafficType_16,TrafficType_17,TrafficType_18,TrafficType_19,TrafficType_20,VisitorType_1,VisitorType_2
0.1,0.0,0.6,5,0,0,4,0.0,0.0,1.0,259.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.005,0.0,0.8,5,0,0,20,0.0,0.0,1.0,2065.15,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.021764706,0.0,0.0,5,0,0,34,0.0,0.0,1.0,4190.75,0.0,0.0,1.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.1,0.0,0.0,5,0,0,3,0.0,0.0,1.0,65.0,0.0,0.0,1.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.02962963,0.0,0.0,5,0,0,10,0.2,0.2,0.6,162.2,0.16646115906288533,0.036991368680641186,0.7965474722564735,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.0,39.97777778,0.0,5,1,1,37,0.0,0.0,1.0,607.4666667,0.0,0.0,1.0,1.0804804805405404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.019308468999999998,2.613452922,0.0,5,1,0,138,0.17391304347826086,0.007246376811594203,0.8188405797101449,8923.5456568,0.021979894466112437,0.0031377662060442517,0.9748823393278434,0.018938064652173913,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.008333333,0.0,0.0,5,0,0,24,0.0,0.0,1.0,2022.25,0.0,0.0,1.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.0,0.0,0.0,5,0,0,21,0.0,0.0,1.0,761.25,0.0,0.0,1.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.0,54.33103704,0.0,5,1,1,33,0.21212121212121213,0.030303030303030304,0.7575757575757576,1006.1666666299998,0.11354977638313418,0.01722709955007288,0.8692231240667929,1.6463950618181817,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.007894736999999999,0.0,1.0,5,1,0,21,0.0,0.0,1.0,1483.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.0,101.3721739,0.0,5,1,1,24,0.08333333333333333,0.0,0.9166666666666666,739.5,0.1352265043948614,0.0,0.8647734956051386,4.223840579166667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.011111111000000002,0.0,0.2,5,0,0,18,0.0,0.0,1.0,356.0,0.0,0.0,1.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.021288515,0.0,0.6,5,0,0,57,0.21052631578947367,0.05263157894736842,0.7368421052631579,2677.2666663,0.16157648348785258,0.04183371100450921,0.7965898055076382,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.018181818,0.0,0.6,5,0,0,22,0.0,0.0,1.0,431.08333330000005,0.0,0.0,1.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.004761905,0.0,0.0,5,0,0,27,0.3333333333333333,0.07407407407407407,0.5925925925925926,529.95,0.22266251533163503,0.018869704689121615,0.7584677799792432,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.008928571,0.0,0.0,5,1,0,28,0.0,0.0,1.0,2524.0,0.0,0.0,1.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.016666667,0.0,0.0,5,1,0,11,0.0,0.0,1.0,151.5,0.0,0.0,1.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.05,0.0,0.6,5,0,0,4,0.0,0.0,1.0,117.5,0.0,0.0,1.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.020689655,0.0,1.0,5,1,0,31,0.0,0.0,1.0,822.65,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.0,0.0,0.0,5,0,0,5,0.0,0.0,1.0,102.0,0.0,0.0,1.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.0,33.196,0.0,5,0,0,19,0.2631578947368421,0.0,0.7368421052631579,1813.8333336700002,0.05494808415960716,0.0,0.9450519158403928,1.747157894736842,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.2,0.0,0.0,5,0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.007692308,0.0,0.0,5,1,0,34,0.23529411764705882,0.0,0.7647058823529411,1148.0,0.3175087108013937,0.0,0.6824912891986062,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0.0,0.0,0.0,5,1,0,64,0.1875,0.0,0.8125,3603.9045453000003,0.09596073618293122,0.0,0.9040392638170688,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.010434783000000001,20.79115942,0.0,5,0,0,23,0.043478260869565216,0.08695652173913043,0.8695652173913043,1486.69047643,0.007687256770113646,0.09820470522592624,0.8941080380039602,0.9039634530434782,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.2,0.0,0.0,5,0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.0,0.0,0.6,5,0,0,9,0.1111111111111111,0.0,0.8888888888888888,106.0,0.1792452830188679,0.0,0.8207547169811321,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.2,0.0,0.0,5,0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.023255814,0.0,0.6,5,0,0,43,0.0,0.0,1.0,813.8,0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.004285714,9.511714286,0.0,5,0,1,37,0.10810810810810811,0.08108108108108109,0.8108108108108109,1670.477564,0.14885962676718714,0.22887666469730567,0.6222637085355072,0.2570733590810811,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.0,0.0,0.8,5,0,0,9,0.0,0.0,1.0,531.0,0.0,0.0,1.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.006666666999999999,0.0,0.0,5,0,0,36,0.1388888888888889,0.0,0.8611111111111112,1407.083333,0.11939591356100585,0.0,0.8806040864389941,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.004263566,33.3335814,0.0,5,0,0,46,0.10869565217391304,0.08695652173913043,0.8043478260869565,1601.3494506,0.0663948949807071,0.11802545654802875,0.8155796484712642,0.7246430739130435,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.016,0.0,0.8,5,0,0,26,0.07692307692307693,0.0,0.9230769230769231,591.75,0.08111533586818757,0.0,0.9188846641318125,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.022222222000000003,0.0,0.0,5,0,0,9,0.0,0.0,1.0,315.6,0.0,0.0,1.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.0375,0.0,0.0,5,1,0,8,0.0,0.0,1.0,258.8333333,0.0,0.0,1.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.0,0.0,0.0,5,1,0,27,0.0,0.0,1.0,420.0,0.0,0.0,1.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.018518519,0.0,0.2,5,0,0,32,0.3125,0.0,0.6875,885.4166667000001,0.29590588234180115,0.0,0.7040941176581988,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.0,0.0,0.0,5,0,0,19,0.21052631578947367,0.15789473684210525,0.631578947368421,1286.333333,0.09484322365764271,0.09639803060284996,0.8087587457395073,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.007660455,19.13415285,0.8,5,0,0,158,0.006329113924050633,0.0189873417721519,0.9746835443037974,3434.2294840000004,0.0032030474524922573,0.008007618631230643,0.9887893339162771,0.1211022332278481,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.0,0.0,0.0,5,0,0,7,0.42857142857142855,0.0,0.5714285714285714,216.0,0.4166666666666667,0.0,0.5833333333333334,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0.0,0.0,5,0,0,2,0.0,0.0,1.0,21.0,0.0,0.0,1.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.029411765,0.0,0.0,5,1,0,39,0.07692307692307693,0.02564102564102564,0.8974358974358975,1007.5,0.16476426799007443,0.13895781637717122,0.6962779156327543,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.003747073,7.610431147999999,0.0,5,0,0,66,0.21212121212121213,0.0,0.7878787878787878,2289.2161474,0.10051778844096756,0.0,0.8994822115590324,0.11530956284848483,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.033333333,0.0,0.6,5,0,0,3,0.0,0.0,1.0,11.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.0,0.0,0.0,5,1,0,12,0.16666666666666666,0.0,0.8333333333333334,298.41666669999995,0.31834683045871587,0.0,0.6816531695412843,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.05,0.0,1.0,5,1,0,4,0.0,0.0,1.0,60.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.11428571400000001,0.0,0.0,5,0,0,7,0.0,0.0,1.0,65.0,0.0,0.0,1.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.00952381,0.0,0.8,5,0,0,21,0.0,0.0,1.0,197.33333330000002,0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.008333333,0.0,0.0,5,0,0,26,0.07692307692307693,0.0,0.9230769230769231,330.6666667,0.09072580644246715,0.0,0.9092741935575328,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.02962963,0.0,1.0,5,1,0,29,0.034482758620689655,0.0,0.9655172413793104,478.0,0.014644351464435146,0.0,0.9853556485355649,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.003093259,0.0,0.8,5,0,0,116,0.034482758620689655,0.0,0.9655172413793104,8087.357906499999,0.014646878111428122,0.0,0.9853531218885719,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.0,0.0,0.0,5,0,0,8,0.0,0.0,1.0,105.0,0.0,0.0,1.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.024,0.0,0.0,5,0,0,26,0.0,0.0,1.0,2607.5,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.0074074069999999995,0.0,0.0,5,0,0,63,0.15873015873015872,0.031746031746031744,0.8095238095238095,1036.5055555000001,0.15130968904874337,0.013506922298401515,0.8351833886528551,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.01097561,0.0,0.6,5,0,0,42,0.0,0.0,1.0,1076.977778,0.0,0.0,1.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.016666667,2.050814516,0.0,5,0,0,70,0.14285714285714285,0.0,0.8571428571428571,3108.4277773000003,0.09340198778952662,0.0,0.9065980122104733,0.02929735022857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.0,0.0,0.0,5,0,0,5,0.0,0.0,1.0,234.9666667,0.0,0.0,1.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.0,0.0,0.6,5,0,0,14,0.07142857142857142,0.0,0.9285714285714286,1048.0,0.10782442748091603,0.0,0.892175572519084,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,5.997142857,1.0,5,1,0,24,0.08333333333333333,0.0,0.9166666666666666,1707.733333,0.026350718306205247,0.0,0.9736492816937947,0.249880952375,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.2,0.0,0.8,5,0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.0,0.0,0.0,5,0,0,12,0.16666666666666666,0.0,0.8333333333333334,354.0,0.5621468926553672,0.0,0.4378531073446328,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.002564103,0.0,0.6,5,0,0,13,0.0,0.0,1.0,436.6,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.1,0.0,1.0,5,1,0,6,0.0,0.0,1.0,80.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.0,0.0,0.0,5,0,0,49,0.04081632653061224,0.0,0.9591836734693877,743.125,0.03566021867115223,0.0,0.9643397813288478,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,215.00941180000004,0.0,5,0,1,34,0.058823529411764705,0.0,0.9411764705882353,1300.416667,0.05921179107742088,0.0,0.9407882089225791,6.323806229411765,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.0,0.0,0.0,5,1,0,30,0.06666666666666667,0.0,0.9333333333333333,1447.75,0.1112070454152996,0.0,0.8887929545847004,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.0,0.0,0.6,5,0,0,2,0.0,0.0,1.0,83.0,0.0,0.0,1.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.011764706000000002,5.220705882,0.0,5,0,1,35,0.0,0.0,1.0,897.6666667000002,0.0,0.0,1.0,0.1491630252,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.01382716,15.0047619,0.0,5,0,0,32,0.25,0.0625,0.6875,2726.4222219999997,0.19650294649043543,0.0044013725765473175,0.7990956809330173,0.468898809375,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.002564103,0.0,0.0,5,0,0,39,0.1282051282051282,0.0,0.8717948717948718,3283.828571,0.026797988414237472,0.0,0.9732020115857625,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.0,0.0,0.0,5,0,0,5,0.0,0.0,1.0,116.5,0.0,0.0,1.0,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,4.230212245,0.0,5,1,0,40,0.125,0.05,0.825,1288.0821429999999,0.05622700414999853,0.05589705624853151,0.88787593960147,0.10575530612499999,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.0,0.0,0.0,5,0,0,1,0.0,0.0,1.0,43.0,0.0,0.0,1.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.0018518520000000002,11.80233651,0.0,5,0,0,60,0.1,0.06666666666666667,0.8333333333333334,3108.4295987,0.030883762025734438,0.045414143128426766,0.9237020948458388,0.1967056085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.0,4.7095,1.0,5,1,1,25,0.0,0.0,1.0,417.96666669999996,0.0,0.0,1.0,0.18838000000000002,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.0,0.0,0.0,5,1,0,3,0.0,0.0,1.0,129.0,0.0,0.0,1.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.0,0.0,0.0,5,0,0,15,0.13333333333333333,0.0,0.8666666666666667,1313.0,0.04950495049504951,0.0,0.9504950495049505,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.0,0.0,0.0,5,0,0,10,0.1,0.0,0.9,837.6666667000001,0.0,0.0,1.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.0,0.0,0.0,5,0,0,25,0.08,0.0,0.92,515.2333333,0.18826421687185507,0.0,0.8117357831281449,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.0,0.0,0.0,5,1,0,8,0.0,0.0,1.0,370.0,0.0,0.0,1.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0.004,0.0,0.0,5,0,0,26,0.19230769230769232,0.0,0.8076923076923077,795.9166667000001,0.06533347293203502,0.0,0.9346665270679649,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.2,0.0,0.0,5,0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.025,0.0,0.0,5,0,0,28,0.0,0.03571428571428571,0.9642857142857143,3291.583333,0.0,0.0343299830410218,0.9656700169589783,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
